date,l_ipn,r_asn,f
21/07/2006,1,3794,10
21/07/2006,1,4134,36
21/07/2006,1,4266,2
21/07/2006,1,4323,1
21/07/2006,1,4741,1
21/07/2006,1,4766,4
21/07/2006,1,4812,2
21/07/2006,1,4814,1
21/07/2006,1,4837,22
21/07/2006,1,6221,2
21/07/2006,1,6400,1
21/07/2006,1,6461,1
21/07/2006,1,6478,3
21/07/2006,1,6724,17
21/07/2006,1,7132,2
21/07/2006,1,7643,2
21/07/2006,1,8151,1
21/07/2006,1,8708,1
21/07/2006,1,9318,1
21/07/2006,1,9394,1
21/07/2006,1,9498,1
21/07/2006,1,9924,2
21/07/2006,1,9929,1
21/07/2006,1,10154,1
21/07/2006,1,11115,1
21/07/2006,1,11427,1
21/07/2006,1,11486,4
21/07/2006,1,12251,1
21/07/2006,1,12302,11
21/07/2006,1,12880,2
21/07/2006,1,13749,672
21/07/2006,1,14777,9
21/07/2006,1,14778,4
21/07/2006,1,15169,2
21/07/2006,1,17184,2
21/07/2006,1,17622,2
21/07/2006,1,17850,2
21/07/2006,1,18118,4
21/07/2006,1,19262,1
21/07/2006,1,19548,2
21/07/2006,1,21844,2
21/07/2006,1,22291,1
21/07/2006,1,22689,1
21/07/2006,1,29571,2
21/07/2006,1,34104,1
21/07/2006,1,35315,2
21/07/2006,1,37945,1
21/07/2006,2,59,1
21/07/2006,2,1312,84
21/07/2006,2,3561,10
21/07/2006,2,4134,2
21/07/2006,2,4538,4
21/07/2006,2,4837,1
21/07/2006,2,5650,141
21/07/2006,2,6724,17
21/07/2006,2,7018,292
21/07/2006,2,7132,4
21/07/2006,2,7377,70
21/07/2006,2,8151,1
21/07/2006,2,8708,1
21/07/2006,2,9394,1
21/07/2006,2,11414,2
21/07/2006,2,13749,1100
21/07/2006,2,16572,7
21/07/2006,2,19918,238
21/07/2006,2,27596,2
21/07/2006,2,29863,8
21/07/2006,2,33260,8
21/07/2006,2,33650,1142
21/07/2006,2,33651,7
21/07/2006,2,36114,1
21/07/2006,3,81,2
21/07/2006,3,3462,1
21/07/2006,3,4134,26
21/07/2006,3,4812,1
21/07/2006,3,4837,27
21/07/2006,3,6221,1
21/07/2006,3,6724,3
21/07/2006,3,7132,1
21/07/2006,3,8151,1
21/07/2006,3,8321,1
21/07/2006,3,8708,2
21/07/2006,3,9394,2
21/07/2006,3,13749,3
21/07/2006,3,17850,2
21/07/2006,3,18118,1
21/07/2006,4,3561,1
21/07/2006,4,4134,4
21/07/2006,4,4837,2
21/07/2006,4,6724,17
21/07/2006,4,7132,1
21/07/2006,4,8151,1
21/07/2006,4,8708,1
21/07/2006,4,9394,1
21/07/2006,4,13749,1179
21/07/2006,4,14777,9
21/07/2006,4,14778,2
21/07/2006,4,22855,30
21/07/2006,4,29895,94
21/07/2006,4,31976,84
21/07/2006,4,35315,2
21/07/2006,4,37945,1
21/07/2006,5,81,2
21/07/2006,5,3462,1
21/07/2006,5,3561,1
21/07/2006,5,4134,35
21/07/2006,5,4837,31
21/07/2006,5,6221,6
21/07/2006,5,6478,1
21/07/2006,5,6724,4
21/07/2006,5,7132,1
21/07/2006,5,8070,2
21/07/2006,5,8151,1
21/07/2006,5,8321,1
21/07/2006,5,8708,1
21/07/2006,5,9394,1
21/07/2006,5,13749,4
21/07/2006,5,17850,2
21/07/2006,6,81,2
21/07/2006,6,4134,42
21/07/2006,6,4812,1
21/07/2006,6,4837,40
21/07/2006,6,6221,6
21/07/2006,6,6724,2
21/07/2006,6,7132,1
21/07/2006,6,8151,1
21/07/2006,6,8321,4
21/07/2006,6,9394,2
21/07/2006,6,13749,3
21/07/2006,6,17850,6
21/07/2006,6,18118,5
21/07/2006,6,36856,2
21/07/2006,7,109,1
21/07/2006,7,2152,1
21/07/2006,7,3561,1
21/07/2006,7,4837,1
21/07/2006,7,6221,6
21/07/2006,7,8070,4
21/07/2006,7,8151,1
21/07/2006,7,8321,1
21/07/2006,7,18924,48
21/07/2006,8,109,1
21/07/2006,8,3561,1
21/07/2006,8,4837,1
21/07/2006,8,6221,1
21/07/2006,8,8070,2
21/07/2006,8,8151,1
21/07/2006,8,8708,1
21/07/2006,8,9308,169
21/07/2006,8,15169,4
21/07/2006,9,174,3
21/07/2006,9,209,8
21/07/2006,9,701,17
21/07/2006,9,852,1
21/07/2006,9,1239,63
21/07/2006,9,1668,2
21/07/2006,9,2152,490
21/07/2006,9,2914,106
21/07/2006,9,3064,2
21/07/2006,9,3268,22
21/07/2006,9,3356,63
21/07/2006,9,3561,6
21/07/2006,9,3598,10
21/07/2006,9,4182,28
21/07/2006,9,4265,5
21/07/2006,9,4323,9
21/07/2006,9,4355,4
21/07/2006,9,4977,2
21/07/2006,9,5779,215
21/07/2006,9,6307,8
21/07/2006,9,6318,17
21/07/2006,9,6432,26
21/07/2006,9,6866,18
21/07/2006,9,6939,2
21/07/2006,9,7132,101
21/07/2006,9,7260,4
21/07/2006,9,7349,2
21/07/2006,9,7393,12
21/07/2006,9,7743,32
21/07/2006,9,8002,4
21/07/2006,9,8070,11
21/07/2006,9,8075,2
21/07/2006,9,9194,1
21/07/2006,9,10316,3
21/07/2006,9,10532,3
21/07/2006,9,10763,7
21/07/2006,9,10794,14
21/07/2006,9,10884,69
21/07/2006,9,10910,2
21/07/2006,9,10912,1
21/07/2006,9,10933,3
21/07/2006,9,11303,3
21/07/2006,9,11421,5
21/07/2006,9,11486,9
21/07/2006,9,12168,7
21/07/2006,9,12179,10
21/07/2006,9,12182,90
21/07/2006,9,12217,10
21/07/2006,9,12222,174
21/07/2006,9,13601,37
21/07/2006,9,13649,1
21/07/2006,9,13749,1
21/07/2006,9,14135,3
21/07/2006,9,14492,37
21/07/2006,9,14494,2
21/07/2006,9,14743,1
21/07/2006,9,14780,434
21/07/2006,9,14904,1
21/07/2006,9,15104,13
21/07/2006,9,15169,553
21/07/2006,9,16276,1
21/07/2006,9,16810,6
21/07/2006,9,17225,7
21/07/2006,9,17228,10
21/07/2006,9,17231,7
21/07/2006,9,17232,33
21/07/2006,9,17233,1
21/07/2006,9,18713,23
21/07/2006,9,19029,3
21/07/2006,9,19296,15
21/07/2006,9,19355,8
21/07/2006,9,19885,7
21/07/2006,9,19893,6
21/07/2006,9,21840,1
21/07/2006,9,21844,42
21/07/2006,9,23342,5
21/07/2006,9,23393,2
21/07/2006,9,25751,52
21/07/2006,9,25897,4
21/07/2006,9,25973,2
21/07/2006,9,26062,93
21/07/2006,9,26085,4
21/07/2006,9,26101,99
21/07/2006,9,26914,2
21/07/2006,9,27557,2
21/07/2006,9,29699,1
21/07/2006,9,29802,2
21/07/2006,9,29960,5
21/07/2006,9,29973,1
21/07/2006,9,30315,52
21/07/2006,9,32025,17
21/07/2006,9,33694,2
21/07/2006,9,36031,20
21/07/2006,9,36088,267
21/07/2006,9,36323,5
21/07/2006,9,36856,2
22/07/2006,0,8,2
22/07/2006,0,209,2
22/07/2006,0,1790,1
22/07/2006,0,2379,1
22/07/2006,0,2856,1
22/07/2006,0,3064,1
22/07/2006,0,3561,17
22/07/2006,0,3671,4
22/07/2006,0,3786,3
22/07/2006,0,4134,4
22/07/2006,0,4538,1
22/07/2006,0,4670,2
22/07/2006,0,4713,1
22/07/2006,0,4766,1
22/07/2006,0,4808,3
22/07/2006,0,5462,1
22/07/2006,0,6467,36
22/07/2006,0,7018,1
22/07/2006,0,7893,1
22/07/2006,0,8167,1
22/07/2006,0,9116,1
22/07/2006,0,10421,2
22/07/2006,0,10738,1
22/07/2006,0,11060,1
22/07/2006,0,11398,1
22/07/2006,0,12131,2
22/07/2006,0,12252,1
22/07/2006,0,13343,1
22/07/2006,0,13462,24
22/07/2006,0,13749,4
22/07/2006,0,13867,1
22/07/2006,0,14501,355
22/07/2006,0,16810,1
22/07/2006,0,17228,1
22/07/2006,0,17621,1
22/07/2006,0,17858,1
22/07/2006,0,19262,2
22/07/2006,0,20001,1
22/07/2006,0,20258,1
22/07/2006,0,22927,1
22/07/2006,0,26101,1
22/07/2006,0,27183,1
22/07/2006,0,27699,1
22/07/2006,0,32666,1
22/07/2006,0,35970,1
22/07/2006,1,8,1
22/07/2006,1,1967,2
22/07/2006,1,3265,1375
22/07/2006,1,3561,10
22/07/2006,1,3595,1
22/07/2006,1,3786,24
22/07/2006,1,4134,13
22/07/2006,1,4230,2
22/07/2006,1,4538,1
22/07/2006,1,4691,1
22/07/2006,1,4755,1
22/07/2006,1,4766,8
22/07/2006,1,4812,1
22/07/2006,1,4837,2
22/07/2006,1,6316,1
22/07/2006,1,6461,9
22/07/2006,1,6467,36
22/07/2006,1,6478,12
22/07/2006,1,7132,1
22/07/2006,1,7470,1
22/07/2006,1,7738,1
22/07/2006,1,8167,1
22/07/2006,1,8342,15
22/07/2006,1,8376,2
22/07/2006,1,9318,2
22/07/2006,1,9457,1
22/07/2006,1,9498,1
22/07/2006,1,9803,1
22/07/2006,1,9908,1
22/07/2006,1,10421,2
22/07/2006,1,11103,1
22/07/2006,1,11486,4
22/07/2006,1,12302,37
22/07/2006,1,13749,5
22/07/2006,1,14501,1
22/07/2006,1,14778,12
22/07/2006,1,14780,1
22/07/2006,1,14985,2
22/07/2006,1,15169,1
22/07/2006,1,17184,1
22/07/2006,1,17622,2
22/07/2006,1,17676,1
22/07/2006,1,18118,1
22/07/2006,1,26010,4
22/07/2006,1,26627,1
22/07/2006,1,27183,1
22/07/2006,1,32666,1
22/07/2006,1,32743,2
22/07/2006,1,34320,1
22/07/2006,1,35315,4
22/07/2006,1,35832,1
22/07/2006,2,3,2
22/07/2006,2,1312,87
22/07/2006,2,3561,3
22/07/2006,2,4134,1
22/07/2006,2,4538,4
22/07/2006,2,4691,1
22/07/2006,2,4766,1
22/07/2006,2,4808,1
22/07/2006,2,5650,13
22/07/2006,2,5661,3
22/07/2006,2,6467,36
22/07/2006,2,7018,288
22/07/2006,2,7132,11
22/07/2006,2,7377,82
22/07/2006,2,8001,1
22/07/2006,2,10421,19
22/07/2006,2,11414,1
22/07/2006,2,12252,1
22/07/2006,2,13749,4
22/07/2006,2,14501,1
22/07/2006,2,14537,4
22/07/2006,2,19918,163
22/07/2006,2,27183,1
22/07/2006,2,29863,16
22/07/2006,2,30099,4
22/07/2006,2,32666,1
22/07/2006,2,33260,4
22/07/2006,2,33650,307
22/07/2006,2,33651,8
22/07/2006,2,36828,3
22/07/2006,3,8,2
22/07/2006,3,2152,2
22/07/2006,3,3356,6
22/07/2006,3,3786,1
22/07/2006,3,4134,25
22/07/2006,3,4538,15
22/07/2006,3,4691,1
22/07/2006,3,4766,1
22/07/2006,3,4808,3
22/07/2006,3,6467,1
22/07/2006,3,6746,1
22/07/2006,3,9457,1
22/07/2006,3,10421,1
22/07/2006,3,11103,1
22/07/2006,3,13749,3
22/07/2006,3,14501,2
22/07/2006,3,14985,1
22/07/2006,3,18118,3
22/07/2006,3,27183,2
22/07/2006,3,32666,2
22/07/2006,4,8,1
22/07/2006,4,3786,24
22/07/2006,4,4134,2
22/07/2006,4,4538,1
22/07/2006,4,4691,1
22/07/2006,4,4766,1
22/07/2006,4,4808,2
22/07/2006,4,6467,36
22/07/2006,4,7132,4
22/07/2006,4,10421,2
22/07/2006,4,12252,1
22/07/2006,4,13749,4
22/07/2006,4,14501,1
22/07/2006,4,14778,4
22/07/2006,4,27183,1
22/07/2006,4,29895,4
22/07/2006,4,31976,85
22/07/2006,4,32666,1
22/07/2006,4,33651,19
22/07/2006,5,8,2
22/07/2006,5,209,5
22/07/2006,5,2152,22
22/07/2006,5,3356,3
22/07/2006,5,3561,5
22/07/2006,5,3786,2
22/07/2006,5,4134,10
22/07/2006,5,4538,3
22/07/2006,5,4691,1
22/07/2006,5,4766,1
22/07/2006,5,4808,3
22/07/2006,5,4812,2
22/07/2006,5,4837,1
22/07/2006,5,6467,1
22/07/2006,5,6746,1
22/07/2006,5,8070,1
22/07/2006,5,8075,1
22/07/2006,5,9156,1
22/07/2006,5,9457,1
22/07/2006,5,10421,1
22/07/2006,5,11103,1
22/07/2006,5,11486,3
22/07/2006,5,11608,4
22/07/2006,5,12222,3
22/07/2006,5,12252,1
22/07/2006,5,13749,2
22/07/2006,5,13867,4
22/07/2006,5,14501,1
22/07/2006,5,14776,2
22/07/2006,5,14985,2
22/07/2006,5,15169,18
22/07/2006,5,16509,1
22/07/2006,5,18118,7
22/07/2006,5,21844,1
22/07/2006,5,22781,1
22/07/2006,5,26085,2
22/07/2006,5,26101,28
22/07/2006,5,26201,1
22/07/2006,5,27183,1
22/07/2006,5,30217,10
22/07/2006,5,32666,1
22/07/2006,6,8,2
22/07/2006,6,3786,1
22/07/2006,6,4134,29
22/07/2006,6,4538,1
22/07/2006,6,4691,1
22/07/2006,6,4766,1
22/07/2006,6,4808,3
22/07/2006,6,4812,2
22/07/2006,6,6467,1
22/07/2006,6,9457,1
22/07/2006,6,10421,1
22/07/2006,6,11103,2
22/07/2006,6,12252,2
22/07/2006,6,13749,3
22/07/2006,6,14501,2
22/07/2006,6,14985,2
22/07/2006,6,17785,1
22/07/2006,6,18118,2
22/07/2006,6,27183,1
22/07/2006,6,32666,2
22/07/2006,7,2152,1
22/07/2006,7,3561,1
22/07/2006,7,8070,3
22/07/2006,7,8972,2
22/07/2006,7,18924,48
22/07/2006,8,1668,2
22/07/2006,8,3561,1
22/07/2006,8,3701,4
22/07/2006,8,4134,52
22/07/2006,8,5662,18
22/07/2006,8,7018,12
22/07/2006,8,7132,6
22/07/2006,8,8070,16
22/07/2006,8,8075,4
22/07/2006,8,8972,2
22/07/2006,8,12168,1
22/07/2006,8,15169,83
22/07/2006,8,30687,1
22/07/2006,9,3561,1
22/07/2006,9,7132,1
22/07/2006,9,8070,2
22/07/2006,9,8075,2
23/07/2006,0,209,3
23/07/2006,0,701,1
23/07/2006,0,3561,18
23/07/2006,0,3671,11
23/07/2006,0,4134,3
23/07/2006,0,4538,1
23/07/2006,0,5410,1
23/07/2006,0,6478,1
23/07/2006,0,7132,14
23/07/2006,0,8167,1
23/07/2006,0,8560,1
23/07/2006,0,9318,1
23/07/2006,0,10091,1
23/07/2006,0,11427,1
23/07/2006,0,12131,1
23/07/2006,0,12271,1
23/07/2006,0,12312,1
23/07/2006,0,13237,1
23/07/2006,0,13462,26
23/07/2006,0,15802,1
23/07/2006,0,17633,1
23/07/2006,0,18229,1
23/07/2006,0,19262,1
23/07/2006,0,21844,1
23/07/2006,0,26085,1
23/07/2006,0,26101,2
23/07/2006,0,26277,1
23/07/2006,0,27357,1
23/07/2006,0,30983,1
23/07/2006,0,32666,3697
23/07/2006,0,33552,1
23/07/2006,1,209,1
23/07/2006,1,577,54
23/07/2006,1,1668,2
23/07/2006,1,2200,1
23/07/2006,1,2497,1
23/07/2006,1,2828,2
23/07/2006,1,3265,4422
23/07/2006,1,3269,3
23/07/2006,1,3307,271
23/07/2006,1,3462,6
23/07/2006,1,3491,1
23/07/2006,1,3561,8
23/07/2006,1,4134,19
23/07/2006,1,4538,2
23/07/2006,1,4668,1
23/07/2006,1,4713,3
23/07/2006,1,4739,1
23/07/2006,1,4766,4
23/07/2006,1,4812,1
23/07/2006,1,6461,9
23/07/2006,1,6478,8
23/07/2006,1,7018,1
23/07/2006,1,7132,5
23/07/2006,1,7545,2
23/07/2006,1,8376,1
23/07/2006,1,8560,1
23/07/2006,1,8708,48
23/07/2006,1,9318,6
23/07/2006,1,9488,1
23/07/2006,1,9808,1
23/07/2006,1,11427,1
23/07/2006,1,12302,96
23/07/2006,1,12859,50
23/07/2006,1,13749,1
23/07/2006,1,14778,55
23/07/2006,1,15169,4
23/07/2006,1,17506,2
23/07/2006,1,17621,1
23/07/2006,1,17622,2
23/07/2006,1,17858,2
23/07/2006,1,18118,2
23/07/2006,1,20115,2
23/07/2006,1,20932,1
23/07/2006,1,21844,5
23/07/2006,1,23724,2
23/07/2006,1,26277,1
23/07/2006,1,26627,1
23/07/2006,1,30015,1
23/07/2006,1,30983,1
23/07/2006,1,32666,3697
23/07/2006,2,577,1
23/07/2006,2,1312,84
23/07/2006,2,2552,1
23/07/2006,2,3561,9
23/07/2006,2,4134,1
23/07/2006,2,4181,1
23/07/2006,2,4538,2
23/07/2006,2,5650,23
23/07/2006,2,6478,3
23/07/2006,2,7018,289
23/07/2006,2,7132,3
23/07/2006,2,7377,80
23/07/2006,2,8560,1
23/07/2006,2,9318,1
23/07/2006,2,16572,10
23/07/2006,2,19918,161
23/07/2006,2,21844,1
23/07/2006,2,26277,1
23/07/2006,2,27596,2
23/07/2006,2,29863,4
23/07/2006,2,30099,4
23/07/2006,2,30983,1
23/07/2006,2,32666,3697
23/07/2006,2,33260,12
23/07/2006,2,33650,132
23/07/2006,3,577,1
23/07/2006,3,2828,1
23/07/2006,3,3269,6
23/07/2006,3,3462,1
23/07/2006,3,3491,2
23/07/2006,3,4134,15
23/07/2006,3,4538,2
23/07/2006,3,4766,1
23/07/2006,3,4812,1
23/07/2006,3,8560,1
23/07/2006,3,9318,2
23/07/2006,3,9808,1
23/07/2006,3,16265,1
23/07/2006,3,18118,3
23/07/2006,3,20115,2
23/07/2006,3,21844,5
23/07/2006,3,26277,2
23/07/2006,3,30015,1
23/07/2006,3,30983,1
23/07/2006,4,3462,3
23/07/2006,4,4134,2
23/07/2006,4,4323,1
23/07/2006,4,7132,35
23/07/2006,4,8560,1
23/07/2006,4,9318,1
23/07/2006,4,14778,11
23/07/2006,4,21844,1
23/07/2006,4,26277,1
23/07/2006,4,29895,8
23/07/2006,4,30983,1
23/07/2006,4,31976,84
23/07/2006,4,32666,3697
23/07/2006,5,209,10
23/07/2006,5,559,4
23/07/2006,5,702,5
23/07/2006,5,2152,103
23/07/2006,5,2828,2
23/07/2006,5,2914,1
23/07/2006,5,3269,3
23/07/2006,5,3356,3
23/07/2006,5,3462,1
23/07/2006,5,3561,36
23/07/2006,5,4134,11
23/07/2006,5,4538,1
23/07/2006,5,4766,2
23/07/2006,5,6432,27
23/07/2006,5,7132,1
23/07/2006,5,8001,2
23/07/2006,5,8070,5
23/07/2006,5,8075,5
23/07/2006,5,8560,1
23/07/2006,5,9156,10
23/07/2006,5,9318,1
23/07/2006,5,10532,8
23/07/2006,5,10552,4
23/07/2006,5,10565,1
23/07/2006,5,10933,2
23/07/2006,5,11274,1
23/07/2006,5,11486,15
23/07/2006,5,12168,1
23/07/2006,5,12182,1
23/07/2006,5,12222,14
23/07/2006,5,13601,31
23/07/2006,5,13649,2
23/07/2006,5,13749,2
23/07/2006,5,13867,2
23/07/2006,5,14173,1
23/07/2006,5,14446,59
23/07/2006,5,14743,69
23/07/2006,5,14744,4
23/07/2006,5,14776,4
23/07/2006,5,14779,13
23/07/2006,5,14780,2
23/07/2006,5,14829,3
23/07/2006,5,15169,93
23/07/2006,5,16509,11
23/07/2006,5,20115,2
23/07/2006,5,21568,3
23/07/2006,5,21844,120
23/07/2006,5,22781,3
23/07/2006,5,23719,7
23/07/2006,5,25751,9
23/07/2006,5,26085,15
23/07/2006,5,26101,107
23/07/2006,5,26201,3
23/07/2006,5,26277,1
23/07/2006,5,30015,1
23/07/2006,5,30209,4
23/07/2006,5,30496,2
23/07/2006,5,30983,1
23/07/2006,5,33739,5
23/07/2006,5,36839,2
23/07/2006,6,2828,2
23/07/2006,6,3269,6
23/07/2006,6,3462,2
23/07/2006,6,3491,2
23/07/2006,6,4134,24
23/07/2006,6,4766,2
23/07/2006,6,4812,1
23/07/2006,6,4837,1
23/07/2006,6,8560,1
23/07/2006,6,9318,2
23/07/2006,6,9808,1
23/07/2006,6,18118,3
23/07/2006,6,20115,2
23/07/2006,6,21844,6
23/07/2006,6,26277,2
23/07/2006,6,30015,1
23/07/2006,6,30983,1
23/07/2006,7,2152,1
23/07/2006,7,2828,2
23/07/2006,7,4766,2
23/07/2006,7,4814,1
23/07/2006,7,7132,1
23/07/2006,7,8070,1
23/07/2006,7,8075,2
23/07/2006,7,10077,4
23/07/2006,7,14985,2
23/07/2006,7,18924,48
23/07/2006,7,21844,2
23/07/2006,8,70,30
23/07/2006,8,81,4
23/07/2006,8,137,1
23/07/2006,8,209,6
23/07/2006,8,271,5
23/07/2006,8,559,3
23/07/2006,8,680,3
23/07/2006,8,1668,10
23/07/2006,8,2152,34
23/07/2006,8,2828,1
23/07/2006,8,3356,2
23/07/2006,8,3527,7
23/07/2006,8,3561,6
23/07/2006,8,4134,266
23/07/2006,8,4266,6
23/07/2006,8,4766,1
23/07/2006,8,4814,1
23/07/2006,8,5662,27
23/07/2006,8,6140,6
23/07/2006,8,6364,5
23/07/2006,8,6629,5
23/07/2006,8,7018,28
23/07/2006,8,7132,1
23/07/2006,8,8001,6
23/07/2006,8,8070,5
23/07/2006,8,8075,14
23/07/2006,8,8560,27
23/07/2006,8,8689,2524
23/07/2006,8,10077,1
23/07/2006,8,10913,12
23/07/2006,8,11486,9
23/07/2006,8,11736,5
23/07/2006,8,12168,50
23/07/2006,8,12222,7
23/07/2006,8,12552,6
23/07/2006,8,13827,5
23/07/2006,8,13890,6
23/07/2006,8,14116,3
23/07/2006,8,14985,1
23/07/2006,8,15169,672
23/07/2006,8,15247,1
23/07/2006,8,15395,1
23/07/2006,8,16807,1
23/07/2006,8,17374,7
23/07/2006,8,21844,1
23/07/2006,8,22205,6
23/07/2006,8,22822,12
23/07/2006,8,22982,6
23/07/2006,8,23342,2
23/07/2006,8,26367,849
23/07/2006,8,26496,27
23/07/2006,8,27357,2
23/07/2006,8,29720,2
23/07/2006,8,30217,10
23/07/2006,8,30687,1
23/07/2006,8,32878,3
23/07/2006,8,33554,6
23/07/2006,9,3561,2
23/07/2006,9,8070,3
24/07/2006,0,8,2
24/07/2006,0,209,1
24/07/2006,0,701,3
24/07/2006,0,3243,1
24/07/2006,0,3257,1
24/07/2006,0,3340,1
24/07/2006,0,3561,38
24/07/2006,0,3671,19
24/07/2006,0,4134,2
24/07/2006,0,4230,1
24/07/2006,0,4766,3
24/07/2006,0,4780,2
24/07/2006,0,4837,3
24/07/2006,0,5462,1
24/07/2006,0,6198,1
24/07/2006,0,6432,1
24/07/2006,0,6724,1
24/07/2006,0,6739,1
24/07/2006,0,6746,3
24/07/2006,0,6939,1
24/07/2006,0,7132,2
24/07/2006,0,8151,2
24/07/2006,0,8376,1
24/07/2006,0,8881,1
24/07/2006,0,9318,1
24/07/2006,0,9370,366
24/07/2006,0,9498,1
24/07/2006,0,10834,1
24/07/2006,0,12131,1
24/07/2006,0,12876,1
24/07/2006,0,13462,26
24/07/2006,0,13867,1
24/07/2006,0,14280,1
24/07/2006,0,15083,1
24/07/2006,0,17012,1
24/07/2006,0,17968,1
24/07/2006,0,18812,1
24/07/2006,0,18942,1
24/07/2006,0,19262,4
24/07/2006,0,19548,1
24/07/2006,0,21502,1
24/07/2006,0,22291,6
24/07/2006,0,22909,1
24/07/2006,0,25369,323
24/07/2006,0,27699,3
24/07/2006,0,30099,1
24/07/2006,0,30983,17
24/07/2006,0,31976,7
24/07/2006,0,33287,1
24/07/2006,0,33379,1
24/07/2006,0,33489,1
24/07/2006,1,8,1
24/07/2006,1,680,1
24/07/2006,1,1916,13
24/07/2006,1,2828,2
24/07/2006,1,2897,2
24/07/2006,1,3257,1
24/07/2006,1,3265,581
24/07/2006,1,3269,2
24/07/2006,1,3340,1
24/07/2006,1,3356,1
24/07/2006,1,3462,13
24/07/2006,1,3561,8
24/07/2006,1,4134,1
24/07/2006,1,4713,3
24/07/2006,1,4766,5
24/07/2006,1,4812,1
24/07/2006,1,4837,14
24/07/2006,1,5408,2
24/07/2006,1,6461,18
24/07/2006,1,6746,1
24/07/2006,1,8342,11
24/07/2006,1,8376,1
24/07/2006,1,8708,3
24/07/2006,1,8881,1
24/07/2006,1,9121,1
24/07/2006,1,9304,2
24/07/2006,1,9370,366
24/07/2006,1,9457,2
24/07/2006,1,9808,1
24/07/2006,1,10704,1
24/07/2006,1,12302,28
24/07/2006,1,12322,2
24/07/2006,1,12880,2
24/07/2006,1,13767,1
24/07/2006,1,14117,1
24/07/2006,1,14280,1
24/07/2006,1,14778,6
24/07/2006,1,14780,1
24/07/2006,1,15169,4
24/07/2006,1,17697,2
24/07/2006,1,17712,3
24/07/2006,1,18812,1
24/07/2006,1,19262,1
24/07/2006,1,22773,1
24/07/2006,1,23248,2
24/07/2006,1,25369,323
24/07/2006,1,27699,2
24/07/2006,1,30315,1
24/07/2006,1,30983,39
24/07/2006,1,33287,3
24/07/2006,1,33438,1
24/07/2006,1,34320,2
24/07/2006,2,59,1
24/07/2006,2,81,3
24/07/2006,2,209,51
24/07/2006,2,1312,99
24/07/2006,2,3257,1
24/07/2006,2,3340,1
24/07/2006,2,3561,10
24/07/2006,2,4134,1
24/07/2006,2,4230,1
24/07/2006,2,4323,8
24/07/2006,2,4766,1
24/07/2006,2,4837,1
24/07/2006,2,5650,127
24/07/2006,2,6366,1
24/07/2006,2,6461,1
24/07/2006,2,6478,10
24/07/2006,2,7018,288
24/07/2006,2,7132,3
24/07/2006,2,7377,93
24/07/2006,2,7847,8
24/07/2006,2,8001,1
24/07/2006,2,8881,1
24/07/2006,2,9370,193
24/07/2006,2,11414,3
24/07/2006,2,11686,2
24/07/2006,2,11939,56
24/07/2006,2,12182,52
24/07/2006,2,14280,1
24/07/2006,2,15169,22
24/07/2006,2,18812,1
24/07/2006,2,19918,129
24/07/2006,2,25369,323
24/07/2006,2,27699,2
24/07/2006,2,29863,16
24/07/2006,2,30099,8
24/07/2006,2,30983,280
24/07/2006,2,33260,20
24/07/2006,2,33322,2
24/07/2006,2,33650,38
24/07/2006,3,8,2
24/07/2006,3,3257,1
24/07/2006,3,3269,1
24/07/2006,3,3340,2
24/07/2006,3,3491,2
24/07/2006,3,4134,1
24/07/2006,3,4766,6
24/07/2006,3,4812,1
24/07/2006,3,4837,13
24/07/2006,3,5408,1
24/07/2006,3,6746,1
24/07/2006,3,9370,2
24/07/2006,3,9457,1
24/07/2006,3,9808,1
24/07/2006,3,14117,1
24/07/2006,3,14280,1
24/07/2006,3,18118,1
24/07/2006,3,18812,1
24/07/2006,3,25369,2
24/07/2006,3,27699,1
24/07/2006,3,30983,2
24/07/2006,3,33287,1
24/07/2006,4,8,1
24/07/2006,4,3257,1
24/07/2006,4,3340,1
24/07/2006,4,4134,1
24/07/2006,4,4230,1
24/07/2006,4,4766,1
24/07/2006,4,4837,3
24/07/2006,4,9370,317
24/07/2006,4,14117,1
24/07/2006,4,14280,1
24/07/2006,4,14778,12
24/07/2006,4,18812,1
24/07/2006,4,22855,30
24/07/2006,4,25369,323
24/07/2006,4,30983,452
24/07/2006,4,31976,84
24/07/2006,4,33287,3
24/07/2006,5,8,2
24/07/2006,5,2152,2
24/07/2006,5,3257,1
24/07/2006,5,3269,2
24/07/2006,5,3340,1
24/07/2006,5,3491,2
24/07/2006,5,3561,3
24/07/2006,5,4134,2
24/07/2006,5,4230,1
24/07/2006,5,4766,6
24/07/2006,5,4812,2
24/07/2006,5,4837,15
24/07/2006,5,5408,2
24/07/2006,5,6746,1
24/07/2006,5,7132,3
24/07/2006,5,8070,5
24/07/2006,5,8075,6
24/07/2006,5,9370,2
24/07/2006,5,9457,2
24/07/2006,5,13867,2
24/07/2006,5,14117,2
24/07/2006,5,14280,1
24/07/2006,5,18812,1
24/07/2006,5,25369,1
24/07/2006,5,27699,1
24/07/2006,5,30983,1
24/07/2006,6,8,2
24/07/2006,6,3257,1
24/07/2006,6,3269,1
24/07/2006,6,3340,1
24/07/2006,6,3491,2
24/07/2006,6,4134,1
24/07/2006,6,4230,1
24/07/2006,6,4766,3
24/07/2006,6,4812,1
24/07/2006,6,4837,13
24/07/2006,6,5408,2
24/07/2006,6,6746,1
24/07/2006,6,9370,2
24/07/2006,6,9457,2
24/07/2006,6,9803,2
